BL_ID;BL;AGS;Name;Total;Male;Female;;
03;Niedersachsen;03354013;Küsten; 1 362;  660;  702;;
03;Niedersachsen;03354014;Langendorf;  719;  350;  369;;
03;Niedersachsen;03354015;Lemgow; 1 408;  712;  696;;
03;Niedersachsen;03354016;Luckau (Wendland);  634;  339;  295;;
03;Niedersachsen;03354017;Lübbow;  836;  409;  427;;
03;Niedersachsen;03354018;Lüchow (Wendland), Stadt; 9 401; 4 553; 4 848;;
03;Niedersachsen;03354019;Neu Darchau; 1 396;  663;  733;;
03;Niedersachsen;03354020;Prezelle;  473;  232;  241;;
03;Niedersachsen;03354021;Schnackenburg, Stadt;  586;  298;  288;;
03;Niedersachsen;03354022;Schnega; 1 354;  657;  697;;
03;Niedersachsen;03354023;Trebel;  953;  466;  487;;
03;Niedersachsen;03354024;Waddeweitz;  906;  442;  464;;
03;Niedersachsen;03354025;Woltersdorf;  939;  471;  468;;
03;Niedersachsen;03354026;Wustrow (Wendland), Stadt; 2 847; 1 400; 1 447;;
03;Niedersachsen;03354027;Zernien; 1 588;  794;  794;;
03;Niedersachsen;03355001;Adendorf; 10 288; 4 928; 5 360;;
03;Niedersachsen;03355002;Amelinghausen; 3 962; 1 934; 2 028;;
03;Niedersachsen;03355003;Artlenburg, Flecken; 1 610;  814;  796;;
03;Niedersachsen;03355004;Bardowick, Flecken; 6 473; 3 162; 3 311;;
03;Niedersachsen;03355005;Barendorf; 2 418; 1 215; 1 203;;
03;Niedersachsen;03355006;Barnstedt;  747;  363;  384;;
03;Niedersachsen;03355007;Barum; 1 828;  927;  901;;
03;Niedersachsen;03355008;Betzendorf; 1 156;  564;  592;;
03;Niedersachsen;03355009;Bleckede, Stadt; 9 532; 4 615; 4 917;;
03;Niedersachsen;03355010;Boitze;  393;  195;  198;;
03;Niedersachsen;03355011;Brietlingen; 3 319; 1 615; 1 704;;
03;Niedersachsen;03355012;Dahlem;  599;  329;  270;;
03;Niedersachsen;03355013;Dahlenburg, Flecken; 3 351; 1 673; 1 678;;
03;Niedersachsen;03355014;Deutsch Evern; 3 736; 1 833; 1 903;;
03;Niedersachsen;03355015;Echem; 1 017;  503;  514;;
03;Niedersachsen;03355016;Embsen; 2 630; 1 275; 1 355;;
03;Niedersachsen;03355017;Handorf; 1 953;  973;  980;;
03;Niedersachsen;03355018;Hittbergen;  912;  454;  458;;
03;Niedersachsen;03355019;Hohnstorf (Elbe); 2 408; 1 214; 1 194;;
03;Niedersachsen;03355020;Kirchgellersen; 2 279; 1 100; 1 179;;
03;Niedersachsen;03355021;Lüdersburg;  624;  304;  320;;
03;Niedersachsen;03355022;Lüneburg, Hansestadt; 70 438; 33 580; 36 858;;
03;Niedersachsen;03355023;Mechtersen;  662;  323;  339;;
03;Niedersachsen;03355024;Melbeck; 3 373; 1 667; 1 706;;
03;Niedersachsen;03355025;Nahrendorf; 1 236;  615;  621;;
03;Niedersachsen;03355026;Neetze; 2 583; 1 249; 1 334;;
03;Niedersachsen;03355027;Oldendorf (Luhe);  985;  491;  494;;
03;Niedersachsen;03355028;Radbruch; 1 970; 1 003;  967;;
03;Niedersachsen;03355029;Rehlingen;  712;  359;  353;;
03;Niedersachsen;03355030;Reinstorf; 1 290;  614;  676;;
03;Niedersachsen;03355031;Reppenstedt; 7 210; 3 478; 3 732;;
03;Niedersachsen;03355032;Rullstorf; 1 880;  914;  966;;
03;Niedersachsen;03355033;Scharnebeck; 3 321; 1 620; 1 701;;
03;Niedersachsen;03355034;Soderstorf; 1 444;  714;  730;;
03;Niedersachsen;03355035;Südergellersen; 1 602;  784;  818;;
03;Niedersachsen;03355036;Thomasburg; 1 291;  668;  623;;
03;Niedersachsen;03355037;Tosterglope;  571;  281;  290;;
03;Niedersachsen;03355038;Vastorf;  815;  447;  368;;
03;Niedersachsen;03355039;Vögelsen; 2 255; 1 062; 1 193;;
03;Niedersachsen;03355040;Wendisch Evern; 1 781;  871;  910;;
03;Niedersachsen;03355041;Westergellersen; 1 758;  850;  908;;
03;Niedersachsen;03355042;Wittorf; 1 443;  730;  713;;
03;Niedersachsen;03355049;Amt Neuhaus; 4 830; 2 454; 2 376;;
03;Niedersachsen;03356001;Axstedt; 1 115;  573;  542;;
03;Niedersachsen;03356002;Grasberg; 7 628; 3 793; 3 835;;
03;Niedersachsen;03356003;Hambergen; 5 753; 2 805; 2 948;;
03;Niedersachsen;03356004;Holste; 1 301;  673;  628;;
03;Niedersachsen;03356005;Lilienthal; 18 104; 8 717; 9 387;;
03;Niedersachsen;03356006;Lübberstedt;  750;  392;  358;;
03;Niedersachsen;03356007;Osterholz-Scharmbeck, Stadt; 30 097; 14 717; 15 380;;
03;Niedersachsen;03356008;Ritterhude; 14 455; 7 105; 7 350;;
03;Niedersachsen;03356009;Schwanewede; 19 484; 9 572; 9 912;;
03;Niedersachsen;03356010;Vollersode; 2 932; 1 497; 1 435;;
03;Niedersachsen;03356011;Worpswede; 9 223; 4 421; 4 802;;
03;Niedersachsen;03357001;Ahausen; 1 828;  923;  905;;
03;Niedersachsen;03357002;Alfstedt;  856;  432;  424;;
03;Niedersachsen;03357003;Anderlingen;  897;  463;  434;;
03;Niedersachsen;03357004;Basdahl; 1 475;  744;  731;;
03;Niedersachsen;03357005;Bötersen; 1 061;  540;  521;;
03;Niedersachsen;03357006;Bothel; 2 482; 1 232; 1 250;;
03;Niedersachsen;03357007;Breddorf; 1 092;  559;  533;;
03;Niedersachsen;03357008;Bremervörde, Stadt; 18 637; 9 269; 9 368;;
03;Niedersachsen;03357009;Brockel; 1 329;  656;  673;;
03;Niedersachsen;03357010;Bülstedt;  738;  379;  359;;
03;Niedersachsen;03357011;Deinstedt;  662;  329;  333;;
03;Niedersachsen;03357012;Ebersdorf; 1 047;  541;  506;;
03;Niedersachsen;03357013;Elsdorf; 2 019; 1 020;  999;;
03;Niedersachsen;03357014;Farven;  650;  344;  306;;
03;Niedersachsen;03357015;Fintel; 2 855; 1 408; 1 447;;
03;Niedersachsen;03357016;Gnarrenburg; 9 260; 4 629; 4 631;;
03;Niedersachsen;03357017;Groß Meckelsen;  470;  237;  233;;
03;Niedersachsen;03357018;Gyhum; 2 261; 1 148; 1 113;;
03;Niedersachsen;03357019;Hamersen;  465;  228;  237;;
03;Niedersachsen;03357020;Hassendorf; 1 142;  572;  570;;
03;Niedersachsen;03357021;Heeslingen; 4 653; 2 315; 2 338;;
03;Niedersachsen;03357022;Hellwege; 1 052;  529;  523;;
03;Niedersachsen;03357023;Helvesiek;  758;  391;  367;;
03;Niedersachsen;03357024;Hemsbünde; 1 149;  572;  577;;
03;Niedersachsen;03357025;Hemslingen; 1 424;  701;  723;;
03;Niedersachsen;03357026;Hepstedt; 1 015;  498;  517;;
03;Niedersachsen;03357027;Hipstedt; 1 255;  639;  616;;
03;Niedersachsen;03357028;Horstedt; 1 284;  652;  632;;
03;Niedersachsen;03357029;Kalbe;  574;  285;  289;;
03;Niedersachsen;03357030;Kirchtimke;  976;  485;  491;;
03;Niedersachsen;03357031;Kirchwalsede; 1 174;  609;  565;;
03;Niedersachsen;03357032;Klein Meckelsen;  898;  458;  440;;
03;Niedersachsen;03357033;Lauenbrück; 2 159; 1 073; 1 086;;
03;Niedersachsen;03357034;Lengenbostel;  458;  246;  212;;
03;Niedersachsen;03357035;Oerel; 1 820;  917;  903;;
03;Niedersachsen;03357036;Ostereistedt;  924;  483;  441;;
03;Niedersachsen;03357037;Reeßum; 1 655;  830;  825;;
03;Niedersachsen;03357038;Rhade; 1 130;  564;  566;;
03;Niedersachsen;03357039;Rotenburg (Wümme), Stadt; 21 082; 10 233; 10 849;;
03;Niedersachsen;03357040;Sandbostel;  804;  416;  388;;
03;Niedersachsen;03357041;Scheeßel; 13 005; 6 521; 6 484;;
03;Niedersachsen;03357042;Seedorf; 1 045;  712;  333;;
03;Niedersachsen;03357043;Selsingen; 3 512; 1 714; 1 798;;
03;Niedersachsen;03357044;Sittensen; 5 588; 2 754; 2 834;;
03;Niedersachsen;03357045;Sottrum; 6 240; 3 071; 3 169;;
03;Niedersachsen;03357046;Stemmen;  885;  465;  420;;
03;Niedersachsen;03357047;Tarmstedt; 3 704; 1 860; 1 844;;
03;Niedersachsen;03357048;Tiste;  863;  450;  413;;
03;Niedersachsen;03357049;Vahlde;  656;  350;  306;;
03;Niedersachsen;03357050;Vierden;  779;  402;  377;;
03;Niedersachsen;03357051;Visselhövede, Stadt; 10 137; 5 010; 5 127;;
03;Niedersachsen;03357052;Vorwerk; 1 044;  525;  519;;
03;Niedersachsen;03357053;Westertimke;  477;  234;  243;;
03;Niedersachsen;03357054;Westerwalsede;  716;  345;  371;;
03;Niedersachsen;03357055;Wilstedt; 1 749;  885;  864;;
03;Niedersachsen;03357056;Wohnste;  788;  417;  371;;
03;Niedersachsen;03357057;Zeven, Stadt; 13 524; 6 783; 6 741;;
03;Niedersachsen;03358001;Ahlden (Aller), Flecken; 1 542;  759;  783;;
03;Niedersachsen;03358002;Bispingen; 6 263; 3 089; 3 174;;
03;Niedersachsen;03358003;Böhme;  903;  474;  429;;
03;Niedersachsen;03358004;Bomlitz; 7 043; 3 487; 3 556;;
03;Niedersachsen;03358005;Buchholz (Aller); 2 076; 1 059; 1 017;;
03;Niedersachsen;03358006;Eickeloh;  766;  379;  387;;
03;Niedersachsen;03358007;Essel; 1 072;  551;  521;;
03;Niedersachsen;03358008;Bad Fallingbostel, Stadt; 10 826; 5 231; 5 595;;
03;Niedersachsen;03358009;Frankenfeld;  504;  250;  254;;
03;Niedersachsen;03358010;Gilten; 1 181;  600;  581;;
03;Niedersachsen;03358011;Grethem;  659;  317;  342;;
03;Niedersachsen;03358012;Hademstorf;  835;  419;  416;;
03;Niedersachsen;03358013;Häuslingen;  829;  432;  397;;
03;Niedersachsen;03358014;Hodenhagen; 3 165; 1 585; 1 580;;
03;Niedersachsen;03358015;Lindwedel; 2 558; 1 269; 1 289;;
03;Niedersachsen;03358016;Munster, Stadt; 14 688; 7 353; 7 335;;
03;Niedersachsen;03358017;Neuenkirchen; 5 561; 2 766; 2 795;;
03;Niedersachsen;03358018;Rethem (Aller), Stadt; 2 368; 1 160; 1 208;;
03;Niedersachsen;03358019;Schneverdingen, Stadt; 18 750; 9 098; 9 652;;
03;Niedersachsen;03358020;Schwarmstedt; 5 302; 2 565; 2 737;;
03;Niedersachsen;03358021;Soltau, Stadt; 21 112; 10 297; 10 815;;
03;Niedersachsen;03358022;Walsrode, Stadt; 23 329; 11 491; 11 838;;
03;Niedersachsen;03358023;Wietzendorf; 4 099; 2 060; 2 039;;
03;Niedersachsen;03358501;Osterheide, gemfr. Bezirk;  641;  322;  319;;
03;Niedersachsen;03359001;Agathenburg; 1 145;  566;  579;;
03;Niedersachsen;03359002;Ahlerstedt; 5 061; 2 523; 2 538;;
03;Niedersachsen;03359003;Apensen; 3 580; 1 836; 1 744;;
03;Niedersachsen;03359004;Balje; 1 012;  495;  517;;
03;Niedersachsen;03359005;Bargstedt; 2 023; 1 045;  978;;
03;Niedersachsen;03359006;Beckdorf; 2 615; 1 319; 1 296;;
03;Niedersachsen;03359007;Bliedersdorf; 1 717;  902;  815;;
03;Niedersachsen;03359008;Brest;  800;  415;  385;;
03;Niedersachsen;03359009;Burweg;  971;  506;  465;;
03;Niedersachsen;03359010;Buxtehude, Stadt; 39 858; 20 226; 19 632;;
03;Niedersachsen;03359011;Deinste; 2 053; 1 044; 1 009;;
03;Niedersachsen;03359012;Dollern; 1 856;  918;  938;;
03;Niedersachsen;03359013;Drochtersen; 11 249; 5 587; 5 662;;
03;Niedersachsen;03359014;Düdenbüttel;  982;  483;  499;;
03;Niedersachsen;03359015;Engelschoff;  760;  385;  375;;
03;Niedersachsen;03359016;Estorf; 1 409;  717;  692;;
03;Niedersachsen;03359017;Fredenbeck; 5 899; 2 968; 2 931;;
03;Niedersachsen;03359018;Freiburg (Elbe), Flecken; 1 934;  938;  996;;
03;Niedersachsen;03359019;Großenwörden;  485;  250;  235;;
03;Niedersachsen;03359020;Grünendeich; 1 866;  906;  960;;
03;Niedersachsen;03359021;Guderhandviertel; 1 117;  551;  566;;
03;Niedersachsen;03359022;Hammah; 2 840; 1 452; 1 388;;
03;Niedersachsen;03359023;Harsefeld, Flecken; 12 157; 5 929; 6 228;;
03;Niedersachsen;03359024;Heinbockel; 1 485;  747;  738;;
03;Niedersachsen;03359025;Himmelpforten; 4 934; 2 428; 2 506;;
03;Niedersachsen;03359026;Hollern-Twielenfleth; 3 326; 1 702; 1 624;;
03;Niedersachsen;03359027;Horneburg, Flecken; 5 679; 2 821; 2 858;;
03;Niedersachsen;03359028;Jork; 11 578; 5 835; 5 743;;
03;Niedersachsen;03359029;Kranenburg;  719;  373;  346;;
03;Niedersachsen;03359030;Krummendeich;  509;  257;  252;;
03;Niedersachsen;03359031;Kutenholz; 4 724; 2 347; 2 377;;
03;Niedersachsen;03359032;Mittelnkirchen;  994;  521;  473;;
03;Niedersachsen;03359033;Neuenkirchen;  842;  424;  418;;
03;Niedersachsen;03359034;Nottensdorf; 1 358;  660;  698;;
03;Niedersachsen;03359035;Oederquart; 1 105;  568;  537;;
03;Niedersachsen;03359036;Oldendorf; 2 859; 1 407; 1 452;;
03;Niedersachsen;03359037;Sauensiek; 2 293; 1 143; 1 150;;
03;Niedersachsen;03359038;Stade, Hansestadt; 45 198; 21 746; 23 452;;
03;Niedersachsen;03359039;Steinkirchen; 1 572;  783;  789;;
03;Niedersachsen;03359040;Wischhafen; 3 042; 1 576; 1 466;;
03;Niedersachsen;03360001;Altenmedingen; 1 538;  747;  791;;
03;Niedersachsen;03360002;Bad Bevensen, Stadt; 8 786; 3 953; 4 833;;
03;Niedersachsen;03360003;Barum;  829;  407;  422;;
03;Niedersachsen;03360004;Bienenbüttel; 6 632; 3 301; 3 331;;
03;Niedersachsen;03360005;Bad Bodenteich, Flecken; 3 813; 1 846; 1 967;;
03;Niedersachsen;03360006;Ebstorf,Klosterflecken; 5 444; 2 669; 2 775;;
03;Niedersachsen;03360007;Eimke;  845;  435;  410;;
03;Niedersachsen;03360008;Emmendorf;  761;  358;  403;;
03;Niedersachsen;03360009;Gerdau; 1 480;  749;  731;;
03;Niedersachsen;03360010;Hanstedt;  928;  464;  464;;
03;Niedersachsen;03360011;Himbergen; 1 747;  876;  871;;
03;Niedersachsen;03360012;Jelmstorf;  783;  396;  387;;
03;Niedersachsen;03360013;Lüder; 1 256;  616;  640;;
03;Niedersachsen;03360014;Natendorf;  798;  389;  409;;
03;Niedersachsen;03360015;Oetzen; 1 164;  592;  572;;
03;Niedersachsen;03360016;Rätzlingen;  483;  237;  246;;
03;Niedersachsen;03360017;Römstedt;  785;  387;  398;;
03;Niedersachsen;03360018;Rosche; 2 069; 1 018; 1 051;;
03;Niedersachsen;03360019;Schwienau;  722;  368;  354;;
03;Niedersachsen;03360020;Soltendieck; 1 009;  491;  518;;
03;Niedersachsen;03360022;Stoetze;  629;  308;  321;;
03;Niedersachsen;03360023;Suderburg; 4 585; 2 279; 2 306;;
03;Niedersachsen;03360024;Suhlendorf; 2 566; 1 257; 1 309;;
03;Niedersachsen;03360025;Uelzen, Stadt; 33 467; 16 100; 17 367;;
03;Niedersachsen;03360026;Weste; 1 002;  485;  517;;
03;Niedersachsen;03360029;Wriedel; 2 439; 1 220; 1 219;;
03;Niedersachsen;03360030;Wrestedt; 6 724; 3 289; 3 435;;
03;Niedersachsen;03361001;Achim, Stadt; 29 598; 14 380; 15 218;;
03;Niedersachsen;03361002;Blender; 2 902; 1 481; 1 421;;
03;Niedersachsen;03361003;Dörverden; 9 011; 4 482; 4 529;;
03;Niedersachsen;03361004;Emtinghausen; 1 531;  764;  767;;
03;Niedersachsen;03361005;Kirchlinteln; 10 033; 5 004; 5 029;;
03;Niedersachsen;03361006;Langwedel, Flecken; 14 421; 7 077; 7 344;;
03;Niedersachsen;03361008;Ottersberg, Flecken; 12 118; 5 892; 6 226;;
03;Niedersachsen;03361009;Oyten; 15 356; 7 464; 7 892;;
03;Niedersachsen;03361010;Riede; 2 695; 1 357; 1 338;;
03;Niedersachsen;03361012;Verden (Aller), Stadt; 26 599; 12 597; 14 002;;
03;Niedersachsen;03361013;Thedinghausen; 7 672; 3 821; 3 851;;
03;Niedersachsen;03401000;Delmenhorst, Stadt; 73 364; 35 950; 37 414;;
03;Niedersachsen;03402000;Emden, Stadt; 49 848; 24 432; 25 416;;
03;Niedersachsen;03403000;Oldenburg (Oldenburg), Stadt; 157 706; 74 849; 82 857;;
03;Niedersachsen;03404000;Osnabrück, Stadt; 154 513; 73 508; 81 005;;
03;Niedersachsen;03405000;Wilhelmshaven, Stadt; 76 926; 37 678; 39 248;;
03;Niedersachsen;03451001;Apen; 11 085; 5 500; 5 585;;
03;Niedersachsen;03451002;Bad Zwischenahn; 27 531; 13 220; 14 311;;
03;Niedersachsen;03451004;Edewecht; 21 049; 10 332; 10 717;;
03;Niedersachsen;03451005;Rastede; 21 046; 10 317; 10 729;;
03;Niedersachsen;03451007;Westerstede, Stadt; 21 893; 10 671; 11 222;;
03;Niedersachsen;03451008;Wiefelstede; 15 347; 7 653; 7 694;;
03;Niedersachsen;03452001;Aurich, Stadt; 40 606; 19 685; 20 921;;
03;Niedersachsen;03452002;Baltrum;  546;  242;  304;;
03;Niedersachsen;03452003;Berumbur; 2 594; 1 277; 1 317;;
03;Niedersachsen;03452006;Großefehn; 13 532; 6 794; 6 738;;
03;Niedersachsen;03452007;Großheide; 8 495; 4 271; 4 224;;
03;Niedersachsen;03452008;Hage, Flecken; 6 045; 2 911; 3 134;;
03;Niedersachsen;03452009;Hagermarsch;  432;  224;  208;;
03;Niedersachsen;03452010;Halbemond;  995;  476;  519;;
03;Niedersachsen;03452011;Hinte; 6 956; 3 440; 3 516;;
03;Niedersachsen;03452012;Ihlow; 12 095; 5 984; 6 111;;
03;Niedersachsen;03452013;Juist; 1 509;  702;  807;;
03;Niedersachsen;03452014;Krummhörn; 12 469; 6 119; 6 350;;
03;Niedersachsen;03452015;Leezdorf; 1 790;  878;  912;;
03;Niedersachsen;03452016;Lütetsburg;  741;  360;  381;;
03;Niedersachsen;03452017;Marienhafe, Flecken; 2 223; 1 030; 1 193;;
03;Niedersachsen;03452019;Norden, Stadt; 25 010; 12 062; 12 948;;
03;Niedersachsen;03452020;Norderney, Stadt; 5 787; 2 638; 3 149;;
03;Niedersachsen;03452021;Osteel; 2 216; 1 109; 1 107;;
03;Niedersachsen;03452022;Rechtsupweg; 2 068; 1 056; 1 012;;
03;Niedersachsen;03452023;Südbrookmerland; 18 549; 9 200; 9 349;;
03;Niedersachsen;03452024;Upgant-Schott; 3 798; 1 905; 1 893;;
03;Niedersachsen;03452025;Wiesmoor, Stadt; 12 670; 6 152; 6 518;;
03;Niedersachsen;03452026;Wirdum; 1 048;  526;  522;;
03;Niedersachsen;03452027;Dornum; 4 539; 2 190; 2 349;;
03;Niedersachsen;03453001;Barßel; 12 432; 6 217; 6 215;;
03;Niedersachsen;03453002;Bösel; 7 430; 3 770; 3 660;;
03;Niedersachsen;03453003;Cappeln (Oldenburg); 6 566; 3 437; 3 129;;
03;Niedersachsen;03453004;Cloppenburg, Stadt; 32 994; 16 214; 16 780;;
03;Niedersachsen;03453005;Emstek; 11 479; 5 823; 5 656;;
03;Niedersachsen;03453006;Essen (Oldenburg); 8 334; 4 369; 3 965;;
03;Niedersachsen;03453007;Friesoythe, Stadt; 20 960; 10 443; 10 517;;
03;Niedersachsen;03453008;Garrel; 14 041; 7 145; 6 896;;
03;Niedersachsen;03453009;Lastrup; 6 710; 3 411; 3 299;;
03;Niedersachsen;03453010;Lindern (Oldenburg); 4 659; 2 360; 2 299;;
03;Niedersachsen;03453011;Löningen, Stadt; 12 882; 6 429; 6 453;;
03;Niedersachsen;03453012;Molbergen; 7 797; 4 009; 3 788;;
03;Niedersachsen;03453013;Saterland; 13 006; 6 534; 6 472;;
03;Niedersachsen;03454001;Andervenne;  881;  447;  434;;
03;Niedersachsen;03454002;Bawinkel; 2 339; 1 173; 1 166;;
03;Niedersachsen;03454003;Beesten; 1 629;  856;  773;;
03;Niedersachsen;03454004;Bockhorst;  994;  511;  483;;
03;Niedersachsen;03454005;Börger; 2 712; 1 343; 1 369;;
03;Niedersachsen;03454006;Breddenberg;  762;  382;  380;;
03;Niedersachsen;03454007;Dersum; 1 477;  753;  724;;
03;Niedersachsen;03454008;Dörpen; 4 803; 2 393; 2 410;;
03;Niedersachsen;03454009;Dohren; 1 099;  560;  539;;
03;Niedersachsen;03454010;Emsbüren; 9 797; 4 943; 4 854;;
03;Niedersachsen;03454011;Esterwegen; 5 192; 2 646; 2 546;;
03;Niedersachsen;03454012;Freren, Stadt; 5 003; 2 510; 2 493;;
03;Niedersachsen;03454013;Fresenburg;  922;  474;  448;;
03;Niedersachsen;03454014;Geeste; 11 169; 5 694; 5 475;;
03;Niedersachsen;03454015;Gersten; 1 224;  618;  606;;
03;Niedersachsen;03454016;Groß Berßen;  684;  363;  321;;
03;Niedersachsen;03454017;Handrup;  867;  453;  414;;
03;Niedersachsen;03454018;Haren (Ems), Stadt; 22 801; 11 538; 11 263;;
03;Niedersachsen;03454019;Haselünne, Stadt; 12 375; 6 195; 6 180;;
03;Niedersachsen;03454020;Heede; 2 368; 1 223; 1 145;;
03;Niedersachsen;03454021;Herzlake; 4 297; 2 353; 1 944;;
03;Niedersachsen;03454022;Hilkenbrook;  833;  433;  400;;
03;Niedersachsen;03454023;Hüven;  550;  290;  260;;
03;Niedersachsen;03454024;Klein Berßen; 1 138;  579;  559;;
03;Niedersachsen;03454025;Kluse; 1 552;  813;  739;;
03;Niedersachsen;03454026;Lähden; 4 587; 2 373; 2 214;;
03;Niedersachsen;03454027;Lahn;  880;  465;  415;;
03;Niedersachsen;03454028;Langen; 1 447;  714;  733;;
03;Niedersachsen;03454029;Lathen; 6 035; 2 993; 3 042;;
03;Niedersachsen;03454030;Lehe; 1 023;  532;  491;;
03;Niedersachsen;03454031;Lengerich; 2 650; 1 335; 1 315;;
03;Niedersachsen;03454032;Lingen (Ems), Stadt; 51 735; 25 465; 26 270;;
03;Niedersachsen;03454033;Lorup; 3 273; 1 821; 1 452;;
03;Niedersachsen;03454034;Lünne; 1 840;  946;  894;;
03;Niedersachsen;03454035;Meppen, Stadt; 33 909; 16 769; 17 140;;
03;Niedersachsen;03454036;Messingen; 1 084;  553;  531;;
03;Niedersachsen;03454037;Neubörger; 1 578;  790;  788;;
03;Niedersachsen;03454038;Neulehe;  731;  375;  356;;
03;Niedersachsen;03454039;Niederlangen; 1 240;  640;  600;;
03;Niedersachsen;03454040;Oberlangen;  960;  488;  472;;
03;Niedersachsen;03454041;Papenburg, Stadt; 35 194; 17 463; 17 731;;
03;Niedersachsen;03454042;Rastdorf; 1 008;  515;  493;;
03;Niedersachsen;03454043;Renkenberge;  699;  359;  340;;
03;Niedersachsen;03454044;Rhede (Ems); 4 195; 2 190; 2 005;;
03;Niedersachsen;03454045;Salzbergen; 7 527; 3 777; 3 750;;
03;Niedersachsen;03454046;Schapen; 2 347; 1 218; 1 129;;
03;Niedersachsen;03454047;Sögel; 6 944; 3 583; 3 361;;
03;Niedersachsen;03454048;Spahnharrenstätte; 1 451;  752;  699;;
03;Niedersachsen;03454049;Spelle; 8 602; 4 381; 4 221;;
03;Niedersachsen;03454050;Stavern; 1 077;  562;  515;;
03;Niedersachsen;03454051;Surwold; 4 294; 2 211; 2 083;;
03;Niedersachsen;03454052;Sustrum; 1 334;  690;  644;;
03;Niedersachsen;03454053;Thuine; 1 790;  807;  983;;
03;Niedersachsen;03454054;Twist; 9 636; 4 892; 4 744;;
03;Niedersachsen;03454055;Vrees; 1 657;  910;  747;;
03;Niedersachsen;03454056;Walchum; 1 455;  745;  710;;
03;Niedersachsen;03454057;Werlte; 9 483; 4 761; 4 722;;
03;Niedersachsen;03454058;Werpeloh; 1 030;  543;  487;;
03;Niedersachsen;03454059;Wettrup;  561;  299;  262;;
03;Niedersachsen;03454060;Wippingen;  910;  469;  441;;
03;Niedersachsen;03455007;Jever, Stadt; 13 924; 6 656; 7 268;;
03;Niedersachsen;03455014;Sande; 9 166; 4 473; 4 693;;
03;Niedersachsen;03455015;Schortens, Stadt; 20 339; 9 974; 10 365;;
03;Niedersachsen;03455020;Wangerland; 9 244; 4 546; 4 698;;
03;Niedersachsen;03455021;Wangerooge, Nordseebad; 1 278;  594;  684;;
03;Niedersachsen;03455025;Bockhorn; 8 503; 4 248; 4 255;;
03;Niedersachsen;03455026;Varel, Stadt; 23 729; 11 450; 12 279;;
03;Niedersachsen;03455027;Zetel; 11 674; 5 710; 5 964;;
03;Niedersachsen;03456001;Bad Bentheim, Stadt; 15 070; 7 422; 7 648;;
03;Niedersachsen;03456002;Emlichheim; 7 074; 3 530; 3 544;;
03;Niedersachsen;03456003;Engden;  445;  225;  220;;
03;Niedersachsen;03456004;Esche;  578;  308;  270;;
03;Niedersachsen;03456005;Georgsdorf; 1 312;  667;  645;;
03;Niedersachsen;03456006;Getelo;  544;  287;  257;;
03;Niedersachsen;03456007;Gölenkamp;  611;  316;  295;;
03;Niedersachsen;03456008;Halle;  667;  332;  335;;
03;Niedersachsen;03456009;Hoogstede; 2 895; 1 466; 1 429;;
03;Niedersachsen;03456010;Isterberg;  593;  295;  298;;
03;Niedersachsen;03456011;Itterbeck; 1 813;  924;  889;;
03;Niedersachsen;03456012;Laar; 2 165; 1 105; 1 060;;
03;Niedersachsen;03456013;Lage; 1 093;  567;  526;;
03;Niedersachsen;03456014;Neuenhaus, Stadt; 9 831; 4 915; 4 916;;
03;Niedersachsen;03456015;Nordhorn, Stadt; 52 085; 25 454; 26 631;;
03;Niedersachsen;03456016;Ohne;  581;  297;  284;;
03;Niedersachsen;03456017;Osterwald; 1 173;  592;  581;;
03;Niedersachsen;03456018;Quendorf;  552;  267;  285;;
03;Niedersachsen;03456019;Ringe; 2 116; 1 111; 1 005;;
03;Niedersachsen;03456020;Samern;  697;  358;  339;;
03;Niedersachsen;03456023;Uelsen; 5 467; 2 715; 2 752;;
03;Niedersachsen;03456024;Wielen;  587;  316;  271;;
03;Niedersachsen;03456025;Wietmarschen; 11 423; 5 747; 5 676;;
03;Niedersachsen;03456026;Wilsum; 1 624;  822;  802;;
03;Niedersachsen;03456027;Schüttorf, Stadt; 12 404; 6 187; 6 217;;
03;Niedersachsen;03457002;Borkum, Stadt; 5 155; 2 407; 2 748;;
03;Niedersachsen;03457003;Brinkum;  700;  369;  331;;
03;Niedersachsen;03457006;Detern, Flecken; 2 670; 1 324; 1 346;;
03;Niedersachsen;03457008;Filsum; 2 101; 1 032; 1 069;;
03;Niedersachsen;03457009;Firrel;  808;  407;  401;;
03;Niedersachsen;03457010;Hesel; 4 415; 2 177; 2 238;;
03;Niedersachsen;03457011;Holtland; 2 215; 1 051; 1 164;;
03;Niedersachsen;03457012;Jemgum; 3 662; 1 835; 1 827;;
03;Niedersachsen;03457013;Leer (Ostfriesland), Stadt; 33 995; 16 789; 17 206;;
03;Niedersachsen;03457014;Moormerland; 22 566; 11 058; 11 508;;
03;Niedersachsen;03457015;Neukamperfehn; 1 582;  771;  811;;
03;Niedersachsen;03457016;Nortmoor; 1 621;  832;  789;;
03;Niedersachsen;03457017;Ostrhauderfehn; 10 452; 5 139; 5 313;;
03;Niedersachsen;03457018;Rhauderfehn; 17 257; 8 504; 8 753;;
03;Niedersachsen;03457019;Schwerinsdorf;  726;  358;  368;;
03;Niedersachsen;03457020;Uplengen; 11 359; 5 643; 5 716;;
03;Niedersachsen;03457021;Weener, Stadt; 15 479; 7 697; 7 782;;
03;Niedersachsen;03457022;Westoverledingen; 19 698; 9 789; 9 909;;
