GENESIS-Tabelle: 449-01-5-B
Bodenfläche nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
31.12.2012;;;;;;;;;;;;;;;;;;;;
;;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche
;;;Siedlungs- und Verkehrsfläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Betriebsfläche (ohne Abbauland);Erholungsfläche;Erholungsfläche;Friedhofsfläche;Verkehrsfläche;Verkehrsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Waldfläche;Wasserfläche;Abbauland;Flächen anderer Nutzung (ohne Friedhofsfläche);Flächen anderer Nutzung (ohne Friedhofsfläche)
;;;;Insgesamt;Wohnen;Gewerbe, Industrie;;Insgesamt;Grünanlage;;Insgesamt;Straße, Weg, Platz;Insgesamt;Moor;Heide;;;;Insgesamt;Unland
;;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha
15090575;Vinzelberg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090580;Volgfelde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090585;Wahrenberg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090590;Walsleben, Altmark;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090595;Wanzer;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090600;Weißewarte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090605;Wendemark;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090610;Werben (Elbe), Hansestadt;5337;264;81;41;3;0;71;64;3;109;109;4130;0;0;286;642;0;15;15
15090615;Windberge;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090620;Wittenmoor;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090625;Wulkau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090630;Wust b. Schönhausen, Elbe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090631;Wust-Fischbeck;6815;462;122;53;13;3;95;87;2;240;221;4730;0;0;1487;125;10;2;2
15090635;Zehrental;7232;357;95;47;2;0;61;58;1;199;189;3882;0;0;2906;87;0;0;0
15091005;Abtsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091010;Annaburg, Stadt;22428;1291;402;178;78;0;298;269;7;583;511;10973;0;18;9662;494;7;0;0
15091015;Axien;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091020;Bad Schmiedeberg, Stadt;16001;1394;472;215;58;12;375;299;9;527;466;7950;0;0;6361;281;15;0;0
15091025;Bethau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091030;Boßdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091035;Brandhorst;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091040;Bräsen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091045;Buko;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091055;Cobbelsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091060;Coswig (Anhalt), Stadt;29574;2231;725;276;170;13;442;350;16;1035;966;11561;1;14;15268;468;46;0;0
15091065;Dabrun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091070;Dietrichsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091080;Düben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091085;Elster (Elbe);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091090;Eutzsch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091095;Gadegast;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091100;Globig-Bleddin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091105;Gohrau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091110;Gräfenhainichen, Stadt;15893;1316;526;206;181;0;345;274;8;436;375;3024;0;542;10639;866;44;5;5
15091120;Griesen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091125;Groß Naundorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091130;Horstdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091135;Hundeluft;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091140;Jeber-Bergfrieden;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091145;Jessen (Elster), Stadt;35200;2485;946;359;158;1;615;555;14;910;848;20769;0;0;11144;708;94;0;0
15091155;Kakau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091160;Kemberg, Stadt;23514;1674;522;269;51;0;491;345;10;651;595;12700;0;0;8357;731;52;0;0
15091165;Klieken;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091170;Klöden;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091175;Korgau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091180;Köselitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091185;Kropstädt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091190;Labrun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091195;Lebien;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091200;Leetza;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091205;Listerfehrda;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091210;Meuro b. Lutherstadt Eisleben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091215;Mochau b. Lutherstadt Eisleben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091220;Möhlau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091225;Möllensdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091230;Mühlanger;1221;166;60;33;6;0;65;57;2;40;31;862;0;0;91;102;0;0;0
15091235;Naundorf bei Seyda;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091240;Oranienbaum;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091241;Oranienbaum-Wörlitz, Stadt;11516;1252;608;199;126;5;283;265;7;349;324;5921;0;2;3811;527;0;5;5
15091245;Plossig;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091250;Prettin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091255;Pretzsch (Elbe);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091260;Priesitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091265;Rackith;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091270;Radis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091275;Ragösen b. Dessua, Anh;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091280;Rehsen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091285;Riesigk;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091290;Rotta;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091295;Schköna;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091300;Schleesen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091305;Schnellin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091310;Schützberg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091315;Selbitz b. Bitterfeld;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091320;Senst;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091325;Serno;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091330;Söllichau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091335;Stackelitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091340;Straach;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091345;Thießen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091350;Tornau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091355;Trebitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091360;Uthausen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091365;Vockerode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091370;Wartenburg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091375;Wittenberg, Lutherstadt;24034;3558;1626;669;460;65;891;804;26;951;826;12019;0;0;7849;569;38;1;1
15091380;Wörlitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091390;Zahna;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091391;Zahna-Elster, Stadt;13627;1184;439;208;86;7;314;279;6;417;370;8703;0;0;3548;183;9;1;1
15091395;Zemnick;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091400;Zörnigall;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15091405;Zschornewitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15101000;Dessau, Kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15151000;Anhalt-Zerbst, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15153000;Bernburg, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15154000;Bitterfeld, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15159000;Köthen, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15171000;Wittenberg, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15202000;Halle (Saale), Kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15256000;Burgenlandkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15260000;Mansfelder Land, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15261000;Merseburg-Querfurt, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15265000;Saalkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15266000;Sangerhausen, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15268000;Weißenfels, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15303000;Magdeburg, Kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15352000;Aschersleben-Staßfurt, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15355000;Bördekreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15357000;Halberstadt, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15358000;Jerichower Land, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15362000;Ohrekreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15363000;Stendal, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15364000;Quedlinburg, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15367000;Schönebeck, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15369000;Wernigerode, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15370000;Altmarkkreis Salzwedel, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16051000;Erfurt, krsfr. Stadt;26915;7272;4092;844;393;131;594;269;74;2381;1820;16313;0;0;1971;387;266;707;204
16052000;Gera, krsfr. Stadt;15192;3575;1977;374;269;48;439;296;25;1086;872;8707;0;2;2669;128;35;78;78
16053000;Jena, krsfr. Stadt;11448;2731;1619;410;218;7;209;77;33;863;779;4597;0;0;3688;117;2;312;312
16054000;Suhl, krsfr. Stadt;10271;1943;1093;276;114;31;76;27;14;729;614;1752;0;0;6491;46;1;37;37
16055000;Weimar, krsfr. Stadt;8419;2211;1295;197;73;21;195;57;27;673;587;4049;0;0;1624;73;4;457;28
16056000;Eisenach, krsfr. Stadt;10384;1886;1002;344;169;25;91;64;16;751;678;4487;0;0;3704;130;16;162;144
16061001;Arenshausen;579;62;29;3;1;0;2;2;1;30;23;337;0;0;170;8;0;2;2
16061002;Asbach-Sickenberg;978;28;5;1;0;0;0;0;1;22;22;148;0;0;740;0;0;62;0
16061003;Berlingerode;1166;84;38;5;5;0;4;3;1;41;41;852;0;0;212;13;0;4;3
16061004;Bernterode (bei Heilbad Heiligenstadt);867;44;15;0;0;0;1;0;0;29;28;385;0;0;428;5;0;3;2
16061005;Bernterode (bei Worbis);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061007;Birkenfelde;834;47;16;1;0;0;3;1;0;28;26;511;0;0;251;6;2;18;17
16061009;Bischofferode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061011;Bockelnhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061012;Bodenrode-Westhausen;1453;119;31;1;0;0;3;0;1;84;73;1058;0;0;256;11;1;9;6
16061014;Bornhagen;659;39;16;1;1;0;2;0;0;20;19;402;0;0;153;2;1;61;20
16061015;Brehme;527;47;23;4;0;0;2;1;0;21;21;389;0;0;65;1;1;24;19
16061017;Breitenworbis;2409;270;119;7;11;10;11;4;2;127;112;1360;0;0;742;19;1;17;7
16061018;Büttstedt;753;69;20;2;0;0;3;0;0;46;42;651;0;0;11;12;0;11;8
16061019;Buhla;881;53;20;3;0;0;3;0;1;29;29;469;0;0;354;3;0;1;1
16061021;Burgwalde;496;44;9;0;0;0;0;0;0;34;33;356;0;0;94;1;0;1;1
16061022;Deuna;1032;198;144;1;100;2;5;1;1;47;47;563;0;0;241;12;11;7;3
16061023;Dieterode;279;18;4;0;0;0;0;0;0;13;9;196;0;0;61;1;0;3;3
16061024;Dietzenrode/Vatterode;577;29;6;0;0;0;0;0;0;23;23;275;0;0;255;4;0;14;13
16061025;Dingelstädt, Stadt;2040;293;137;5;18;2;12;3;4;138;100;1379;0;0;318;23;0;27;19
16061026;Ecklingerode;809;51;21;6;0;0;4;1;1;26;26;427;0;0;272;5;0;54;13
16061027;Effelder;1091;124;31;3;0;0;7;2;1;84;64;756;0;0;190;10;4;7;6
16061028;Eichstruth;134;5;3;0;0;0;1;0;0;2;2;91;0;0;37;0;0;0;0
16061031;Ferna;444;41;11;1;0;0;2;1;0;27;24;360;0;0;27;5;9;2;2
16061032;Freienhagen;411;27;8;0;0;0;1;1;0;18;18;339;0;0;37;4;0;4;1
16061033;Fretterode;587;33;7;0;0;0;1;1;0;25;25;296;0;0;247;2;0;7;7
16061034;Geisleden;1658;117;35;2;1;1;5;0;1;75;75;1113;0;0;373;10;6;39;37
16061035;Geismar;1932;154;55;2;2;0;4;2;2;93;81;805;0;0;846;23;0;103;29
16061036;Gerbershausen;753;44;20;0;0;0;1;0;0;22;22;403;0;0;291;3;1;12;10
16061037;Gernrode;735;98;46;2;0;0;4;1;1;48;34;624;0;0;3;6;0;4;0
16061038;Gerterode;631;40;14;1;0;0;2;1;0;23;19;399;0;0;185;4;3;1;1
16061039;Glasehausen;261;16;5;0;0;0;0;0;0;11;11;163;0;0;29;2;0;51;2
16061041;Großbartloff;1371;94;22;3;1;0;4;1;1;68;53;396;0;0;858;8;1;13;11
16061042;Großbodungen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061043;Hausen;428;38;11;0;0;0;1;0;0;25;17;384;0;0;2;2;0;1;0
16061044;Haynrode;1503;70;27;1;8;0;3;1;1;39;39;619;0;0;808;5;0;2;1
16061045;Heilbad Heiligenstadt, Stadt;6157;833;398;20;79;4;47;8;8;376;351;2896;0;0;2289;42;18;80;40
16061046;Helmsdorf;523;51;13;0;0;0;1;0;1;36;34;433;0;0;22;12;0;4;4
16061047;Heuthen;1008;58;20;1;0;0;1;0;1;35;34;718;0;0;220;6;1;5;5
16061048;Hohengandern;682;56;20;0;0;0;1;1;1;35;29;440;0;0;125;3;0;57;16
16061049;Hohes Kreuz;1796;128;41;4;0;0;3;0;1;83;82;1356;0;0;204;13;3;92;8
16061051;Holungen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061052;Hundeshagen;1337;73;29;11;0;0;8;5;1;36;36;513;0;3;744;4;1;3;2
16061053;Jützenbach;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061054;Kallmerode;559;61;19;1;0;0;4;0;1;38;38;390;0;0;100;5;0;2;2
16061055;Kefferhausen;1039;68;20;1;1;0;3;1;0;45;44;900;0;0;47;8;0;15;13
16061056;Kella;505;55;14;3;0;0;3;1;0;37;37;270;0;0;113;3;0;64;2
16061057;Kirchgandern;438;48;21;2;6;0;4;1;1;23;22;298;0;0;54;6;4;29;2
16061058;Kirchworbis;544;94;42;2;0;0;5;0;1;46;44;436;0;0;4;8;0;2;0
16061059;Kleinbartloff;1259;62;25;2;0;0;3;0;1;34;27;536;0;0;631;24;0;6;1
16061061;Kreuzebra;1300;110;26;3;0;0;1;0;1;82;76;993;0;0;164;8;0;25;21
16061062;Krombach;420;28;7;3;0;0;4;4;0;18;18;224;0;0;155;1;4;8;2
16061063;Küllstedt;1311;133;38;6;1;4;6;1;1;85;67;983;0;0;178;13;0;3;2
16061065;Lenterode;424;23;8;1;0;0;1;0;0;14;14;257;0;0;137;2;0;6;6
16061066;Lindewerra;439;21;6;0;0;0;0;0;0;14;14;132;0;0;252;10;3;21;0
16061067;Lutter;985;52;17;1;0;0;2;1;0;32;32;340;0;0;586;5;0;2;1
16061068;Mackenrode;380;27;10;2;0;0;3;1;0;14;14;220;0;0;116;1;2;14;14
16061069;Marth;486;62;22;0;5;0;2;0;0;37;28;289;0;0;118;8;0;9;4
16061073;Neustadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061074;Niederorschel;1953;205;108;8;9;3;7;2;2;85;81;1496;0;0;229;16;3;3;2
16061075;Pfaffschwende;403;34;17;1;0;0;4;2;0;13;13;272;0;0;84;2;0;11;3
16061076;Reinholterode;873;71;20;2;0;0;2;1;1;49;49;752;0;0;38;10;0;2;0
16061077;Röhrig;281;14;5;1;0;0;1;0;0;8;8;139;0;0;119;1;0;9;9
16061078;Rohrberg;354;20;6;1;0;0;1;0;0;13;13;228;0;0;76;2;2;26;3
16061082;Rustenfelde;614;52;11;3;0;0;2;0;0;40;40;375;0;0;157;5;0;24;1
16061083;Schachtebich;379;23;8;1;0;0;1;1;0;14;14;317;0;0;33;2;0;4;1
16061084;Schönhagen;255;9;3;0;0;0;0;0;0;6;5;105;0;0;121;1;0;18;18
16061085;Schwobfeld;250;13;4;0;0;0;0;0;0;9;9;176;0;0;60;1;0;1;1
16061086;Sickerode;200;14;5;0;0;0;0;0;0;9;9;120;0;0;55;3;0;8;8
16061087;Silberhausen;1030;88;19;0;0;0;2;0;1;66;43;645;0;0;279;13;0;6;4
16061088;Silkerode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061089;Steinbach;848;59;21;1;0;0;1;0;1;35;35;704;0;0;79;4;0;2;0
16061091;Steinheuterode;253;24;17;0;1;0;1;0;0;6;6;170;0;0;58;1;0;1;0
16061092;Steinrode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061093;Stöckey;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061094;Tastungen;347;26;12;1;0;0;1;0;0;13;13;235;0;0;79;3;0;4;4
16061096;Thalwenden;335;21;11;1;0;0;1;0;0;8;8;180;0;0;125;2;0;8;5
16061097;Uder;1391;155;72;5;2;11;8;3;1;63;55;867;0;0;334;19;6;9;8
16061098;Volkerode;688;40;11;2;0;0;1;0;0;27;27;296;0;0;282;4;0;66;2
16061099;Vollenborn;241;19;6;0;0;0;2;0;0;11;11;191;0;0;22;0;0;8;6
16061101;Wachstedt;1747;82;18;2;0;0;2;0;1;61;61;629;0;0;1011;5;1;19;7
16061102;Wahlhausen;714;42;17;0;0;0;1;0;0;24;24;254;0;0;381;8;0;28;0
16061103;Wehnde;971;53;15;5;0;0;3;2;0;34;34;394;0;0;479;2;0;44;11
16061104;Weißenborn-Lüderode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061105;Wiesenfeld;761;32;12;0;0;0;0;0;0;20;20;427;0;0;281;3;1;17;5
16061107;Wingerode;977;111;34;2;3;2;6;2;1;69;60;812;0;0;41;10;1;1;1
16061111;Wüstheuterode;493;54;19;0;0;0;3;0;0;31;31;261;0;0;163;2;1;12;12
16061112;Zwinge;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16061113;Schimberg;2933;200;80;9;1;0;14;1;2;104;91;2120;0;0;537;21;6;48;42
16061114;Teistungen;2608;247;103;18;1;3;18;13;1;123;118;1689;0;0;534;41;9;88;30
16061115;Leinefelde-Worbis, Stadt;9657;1239;628;36;129;2;54;17;10;544;467;4984;0;0;3293;78;8;56;42
16061116;Am Ohmberg;3134;309;155;19;3;6;10;2;3;134;106;2158;0;0;629;25;3;11;6
16061117;Sonnenstein;9452;627;227;24;2;18;21;7;6;354;330;5486;0;0;2901;47;10;381;56
16062001;Auleben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16062002;Bleicherode, Stadt;2827;497;241;38;32;55;30;15;5;166;145;1415;0;0;847;22;0;45;36
16062004;Buchholz;262;25;9;1;0;0;0;0;0;16;16;195;0;0;37;0;0;4;4
16062005;Ellrich, Stadt;6943;556;255;43;35;6;48;17;7;239;221;2399;0;0;3598;78;82;230;104
16062006;Etzelsrode;350;14;5;1;0;0;0;0;0;10;10;332;0;0;1;3;0;0;0
16062007;Friedrichsthal;1242;60;23;2;0;0;2;0;1;35;35;707;0;0;469;7;0;0;0
16062008;Görsbach;905;106;34;5;0;0;4;3;1;66;55;672;0;0;19;32;0;78;74
16062009;Großlohra;1829;104;42;5;0;0;8;6;2;52;52;647;0;0;938;5;31;105;9
16062014;Hainrode/Hainleite;876;64;18;3;0;0;15;1;0;31;29;299;0;0;497;8;0;8;5
16062015;Hamma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16062016;Harzungen;386;33;12;2;0;0;1;0;0;19;19;283;0;0;53;3;0;14;14
16062017;Heringen/Helme, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16062018;Herrmannsacker;1914;71;19;6;0;0;2;1;0;50;50;389;0;0;1426;20;0;7;5
16062022;Ilfeld;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16062024;Kehmstedt;1140;66;23;3;0;0;3;1;1;39;39;954;0;0;98;3;5;14;12
16062025;Kleinbodungen;522;52;26;2;5;0;3;0;0;23;18;411;0;0;49;6;0;4;4
16062026;Kleinfurra;1851;162;73;8;5;5;3;0;1;79;68;1495;0;1;132;22;4;37;35
16062029;Kraja;437;33;16;3;0;0;2;0;0;15;15;305;0;0;95;1;0;3;3
16062033;Lipprechterode;973;70;24;1;1;0;2;1;1;43;39;756;0;0;118;17;0;12;12
16062036;Neustadt/Harz;1146;122;47;12;0;0;15;8;1;60;60;505;0;0;489;13;0;16;16
16062037;Niedergebra;1000;107;36;5;1;0;3;1;1;67;59;478;0;0;397;11;0;6;6
16062038;Niedersachswerfen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16062039;Nohra;1609;133;57;7;2;6;8;1;1;61;54;1219;0;0;200;29;1;27;27
16062041;Nordhausen, Stadt;10532;2203;1245;187;202;33;164;79;29;732;630;5995;0;6;1513;174;324;323;194
16062046;Rehungen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16062049;Sollstedt;2622;283;133;20;35;21;15;8;2;112;100;1148;0;0;1114;17;0;60;60
16062054;Urbach;2527;161;50;8;0;1;5;2;1;104;102;1574;0;0;767;16;0;7;7
16062055;Uthleben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16062057;Windehausen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16062058;Wipperdorf;1812;198;74;5;4;1;17;9;1;105;94;1409;0;0;129;51;0;25;23
16062059;Wolkramshausen;1085;115;61;7;1;0;7;1;1;46;36;663;0;0;284;10;3;10;7
16062062;Hohenstein;6083;340;142;16;1;2;10;5;5;181;180;4631;0;0;853;93;7;159;44
16062063;Werther;6144;463;175;20;4;2;12;5;5;269;250;5281;0;3;261;55;0;84;22
16062064;Heringen/Helme, Stadt;6673;585;243;38;33;21;31;10;4;286;270;4426;0;1;953;333;71;305;283
16062065;Harztor;7412;432;224;44;21;6;23;7;4;175;138;1269;0;0;5613;38;10;50;50
16063001;Andenhausen;154;17;5;1;0;0;0;0;0;12;12;125;0;0;2;1;0;9;9
16063002;Bad Liebenstein, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16063003;Bad Salzungen, Stadt;3906;752;499;86;63;12;73;22;8;160;137;1249;0;1;1425;48;1;430;50
16063004;Barchfeld-Immelborn;2399;360;275;19;68;9;8;2;3;64;52;1051;0;0;111;54;125;697;16
16063006;Berka v. d. Hainich;1491;108;21;14;0;0;1;0;0;85;85;746;0;0;383;7;0;248;7
16063007;Berka/Werra, Stadt;5693;526;181;86;27;5;7;2;3;329;313;3548;0;0;1533;53;4;31;27
16063008;Bischofroda;1003;85;18;14;0;0;2;1;0;65;65;602;0;0;298;6;0;12;7
16063009;Brunnhartshausen;1059;26;14;3;0;0;0;0;0;12;12;609;0;0;340;3;0;80;36
16063011;Buttlar;2127;114;61;10;15;1;2;1;1;49;47;1175;0;0;590;21;2;226;131
